work,original_genre,grouped_genre,year
"Ruse contre Ruse, ou Guerre Ouverte",comédie,Comedy,1810.0
"Ruse contre Ruse, ou Guerre Ouverte",comédie,Comedy,1811.0
Secret,opéra,Opera,1808.0
Secret,opéra,Opera,1808.0
Secret,opéra,Opera,1808.0
Secret,Opéra Nouveau,Opera,1808.0
Secret,opéra,Opera,1808.0
Secret,opéra,Opera,1809.0
Secret,Opéra,Opera,1809.0
Secret,opéra,Opera,1810.0
Secret,opéra,Opera,1811.0
Secret,opéra,Opera,1811.0
Shakespear Amoureux,comédie nouvelle,Comedy,1809.0
Shakespear Amoureux,comédie,Comedy,1809.0
Six lieues de Chemin,Comédie,Comedy,1812.0
Somnambule,Comédie,Comedy,1806.0
Somnambule,comédie,Comedy,1809.0
Souliers Mordorés ,opéra-bouffon,Opera,1808.0
Souper de Famille ou les Dangers de l'Absence,,,1811.0
Stepahnie ou Le Faux Ami,opéra,Opera,1812.0
Stratonice,Opére héroique,Opera,1812.0
Stratonice,opéra,Opera,1812.0
Stratonice,opéra,Opera,1812.0
Sylvain,opéra,Opera,1807.0
Sylvain,Opéra,Opera,1807.0
Sylvain,opéra,Opera,1808.0
Sylvain,opéra,Opera,1808.0
Sylvain,opéra,Opera,1808.0
Sylvain,opéra,Opera,1809.0
Sylvain,opéra,Opera,1809.0
Sylvain,opéra,Opera,1810.0
Sylvain,opéra,Opera,1810.0
Sylvain,opéra,Opera,1810.0
Sylvain,opéra,Opera,1810.0
Sylvain,opéra,Opera,1811.0
Sylvain,Opéra,Opera,1811.0
Tableau Parlant,opéra,Opera,1809.0
Tartuffe,comédie,Comedy,1808.0
Tartuffe,comédie,Comedy,1811.0
Tartuffe,comédie,Comedy,1811.0
Tartuffe,comédie,Comedy,1811.0
Tartuffe ou L'Imposteur,Comédie,Comedy,1807.0
Tekeli ou Le Siége de Montgatz,Mélo-drame historique,Drame,1808.0
Tekeli ou Le Siége de Montgatz,Mélo-drame historique,Drame,1808.0
Tekeli ou Le Siége de Montgatz,comédie héroïque,Comedy,1808.0
Tekeli ou Le Siége de Montgatz,Mélo-drame,Drame,1808.0
Tekeli ou Le Siége de Montgatz,Mélo-drame,Drame,1809.0
"Tekely, ou le Siège de Montgatz",mélodrame,Drame,1811.0
Temple de l'Hymen ou La Rose & le Bouton,ballet Pantomime,Other,1808.0
Thalie aux Boulevards,Vaudeville épisodique,Vaudeville,1807.0
Thalie aux Boulevards,Comédie episodique,Comedy,1807.0
Thalie aux Boulevards,Comédie episodique,Comedy,1807.0
Tirelire ou Le Banco Dèfoncé,parodie,Other,1808.0
Tour du pistolet,,,1807.0
"Trésor Supposé, ou Le Danger d'Ecouter aux Portes",Comédie,Comedy,1811.0
"Trésor Supposé, ou Le Danger d'Écouter aux Portes",comédie,Comedy,1811.0
"Trésor Supposé, ou Le Danger d'Écouter aux Portes",comédie,Comedy,1811.0
Trois Jumeaux Vénitiens,Comédie,Comedy,1807.0
Trois Jumeaux Vénitiens,Comédie,Comedy,1807.0
Un Pas de Trois,dansé,Other,1808.0
Un Quart d'Heure de Silence,opéra nouveau,Opera,1812.0
Un Quart d'Heure de Silence,opéra comique,Opera comique,1812.0
Un Quart d'Heure de Silence,opéra,Opera,1812.0
"Un Trait de Washington, ou La France & L'Amérique",comédie historique,Comedy historique,1811.0
"Un trait de Washington, ou La France et l'Amérique",comédie héroïque,Comedy héroïque,1811.0
"Un trait de Washington, ou La France et l'Amérique",comédie héroïque,Comedy héroïque,1812.0
Un-deux-trois-quatre ou La cassette précieuse ,comédie,Comedy,1812.0
Une Folie,opéra,Opera,1807.0
Une Folie,opéra,Opera,1807.0
Une Folie,opéra,Opera,1807.0
Une Folie,Opéra,Opera,1807.0
Une Folie,Opéra,Opera,1807.0
Une Folie,Opéra Comique,Opera Comique,1808.0
Une Folie,opéra,Opera,1808.0
Une Folie,opéra,Opera,1808.0
Une Folie,Opéra Nouveau,Opera,1808.0
Une Folie,opéra,Opera,1809.0
Une Folie,opéra,Opera,1809.0
Une Folie,opéra,Opera,1809.0
Une Folie,opéra,Opera,1810.0
Une Folie,opéra,Opera,1810.0
Une Folie,opéra,Opera,1811.0
Une Folie,opéra,Opera,1811.0
Une Folie,opéra,Opera,1811.0
Une Folie,opéra,Opera,1812.0
Une Folie,opéra,Opera,1812.0
"Une heure d'absence, ou Les Etourderies d'un Officier Français",comédie,Comedy,1810.0
"Une heure d'absence, ou Les Etourderies d'un Officier Français",comédie,Comedy,1810.0
"Une heure d'absence, ou Les Etourderies d'un Officier Français",comédie,Comedy,1811.0
"Une heure d'absence, ou Les Etourderies d'un Officier Français",comédie,Comedy,1811.0
"Une heure d'absence, ou Les Etourderies d'un Officier Français",Comédie,Comedy,1812.0
Une heure de Mariage,Opéra Nouveau,Opera,1807.0
Une heure de Mariage,Opéra,Opera,1807.0
Une Heure de Mariage,opéra,Opera,1808.0
Une heure de Mariage,opéra,Opera,1808.0
Une Heure de Mariage,opéra,Opera,1808.0
Une Heure de Mariage,opéra,Opera,1808.0
Une Heure de Mariage,opéra,Opera,1809.0
Une Heure de Mariage,opéra,Opera,1810.0
Une Heure de Mariage,opéra,Opera,1811.0
Une Heure de Mariage,opéra,Opera,1811.0
Une Heure de Mariage,Opéra,Opera,1811.0
Une Heure de Mariage,Opéra,Opera,1811.0
"Une Nuit d'Auberge, ou Adonis de Château Vilain",comédie,Comedy,1811.0
Une Soirée de deux Prisonniers ou Voltaire & Richelieu à la Bastille,comédie vaudeville,Comedy-Vaudeville,1808.0
Valet à deux Maîtres,opéra,Opera,1811.0
Vendangeurs,,,1808.0
Ventriloquisme,,,1806.0
Victor ou L'Enfant de la Forét,mélo-drame,Drame,1808.0
Victor ou L'Enfant de la Forét,,Drame,1808.0
Vieux Chateau ou la Recontre en Voyage,opéra,Opera,1812.0
Visitandines,opéra,Opera,1805.0
Visitandines,opéra,Opera,1806.0
Visitandines,opéra,Opera,1806.0
Visitandines,,Opera,1806.0
Visitandines,Opéra,Opera,1806.0
Visitandines,opéra,Opera,1807.0
Visitandines,Opéra,Opera,1807.0
Visitandines,opéra,Opera,1808.0
Visitandines,opéra,Opera,1808.0
Visitandines,opéra,Opera,1809.0
Visitandines,opéra,Opera,1809.0
Visitandines,opéra,Opera,1810.0
Visitandines,opéra,Opera,1811.0
Volage ou Le Mariage difficile,comédie,Comedy,1808.0
Volage ou Le Mariage difficile,comédie,Comedy,1808.0
Volage ou Le Mariage difficile,comédie,Comedy,1809.0
Volage ou Le Mariage difficile,comédie,Comedy,1809.0
Voyage Interrompu,comédie,Comedy,1810.0
Voyage Interrompu,comédie,Comedy,1810.0
"Washington, ou la Liberté du nouveau monde",tragédie,Tragedy,1806.0
Zaïre,Tragédie,Tragedy,1812.0
Zelia ou le Mari à deux Femmes,opéra,Opera,1810.0
Zemire & Azor,Opéra,Opera,1807.0
Zémire & Azor,,Opera,1806.0
Zémire & Azor,Opéra,Opera,1808.0
Zémire & Azor,opéra féerie,Opera,1808.0
Zémire & Azor,,Opera,1809.0
Zémire & Azor,opéra-séerie,Opera,1809.0
Zémire & Azor,opéra,Opera,1809.0
Zémire & Azor,Opéra féerie,Opera,1811.0
Zoë ou la Pauvre Petite,Opéra,Opera,1807.0
Zoë ou la Pauvre Petite,Opéra,Opera,1807.0
Zoë ou la Pauvre Petite,Opéra Nouveau,Opera,1808.0
,Drame,Drame,1807.0
,,,1807.0
,,,1807.0
,,,1807.0
,,,1807.0
,,,1807.0
,,,1807.0
,,,1807.0
,,,1807.0
,,,1808.0
,,,1808.0
,,,1808.0
,,,1808.0
,,,1808.0
,,,1808.0
,,,1808.0
,,,1808.0
,,,1808.0
,mélo-drame,mélo-drame,1808.0
,Opéra Nouveau,Opera,1808.0
,Opéra Nouveau,Opera,1808.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1809.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1810.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1811.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
