year,date,title,author
1765,1765-09-28,Crispin médecin,"Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1765,1765-09-30,Don Quichot op de bruiloft van Kamácho; blyspel,"Langendijk, Pieter"
1765,1765-09-30,"Het dronkemans testament, of De uitvaart van meester Andries","Domis, Guiliam Toussaint"
1765,1765-10-01,Los locos de Valencia,"Lope de Vega y Carpio, Félix"
1765,1765-10-01,"Lubin, ou le sot vange","Poisson, Raymond"
1765,1765-10-02,Los locos de Valencia,"Lope de Vega y Carpio, Félix"
1765,1765-10-02,Duifje en Snaphaan,"Fornenbergh, Jan Baptist van"
1765,1765-10-03,Los locos de Valencia,"Lope de Vega y Carpio, Félix"
1765,1765-10-03,Bedrogen lichtmis,"Mol, Johannes de (incorrectly: Jacob)"
1765,1765-10-04,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der"
1765,1765-10-04,Attendez-moi sous l'orme,"Regnard, Jean François"
1765,1765-10-04,Attendez-moi sous l'orme,"Rivière-Dufresny, Charles"
1765,1765-10-05,"Arzases, of 't Edelmoedig verraad, treurspel","Huydecoper, Balthasar"
1765,1765-10-05,La coupe enchantée,"Chevillet de Champmeslé, Charles"
1765,1765-10-05,La coupe enchantée,"Dancourt, Florent Carton"
1765,1765-10-07,El mayor encanto amor,"Calderón de la Barca, Pedro"
1765,1765-10-07,"Ulysses in ’t eylandt van Circe, oft, geen grooter toovery als liefde. Hofspel","Grieck, Claude de"
1765,1765-10-07,El mayor encanto amor,"Calderón de la Barca, Pedro"
1765,1765-10-07,"Ulysses in ’t eylandt van Circe, oft, geen grooter toovery als liefde. Hofspel","Grieck, Claude de"
1765,1765-10-07,Broershert,"Leeuw, Adriaan Bastiaansz de"
1765,1765-10-08,El mayor encanto amor,"Calderón de la Barca, Pedro"
1765,1765-10-08,"Ulysses in ’t eylandt van Circe, oft, geen grooter toovery als liefde. Hofspel","Grieck, Claude de"
1765,1765-10-08,El mayor encanto amor,"Calderón de la Barca, Pedro"
1765,1765-10-08,"Ulysses in ’t eylandt van Circe, oft, geen grooter toovery als liefde. Hofspel","Grieck, Claude de"
1765,1765-10-08,Vechter. Kluchtspel,"Angelkot, Hermannus"
1765,1765-10-09,El mayor encanto amor,"Calderón de la Barca, Pedro"
1765,1765-10-09,"Ulysses in ’t eylandt van Circe, oft, geen grooter toovery als liefde. Hofspel","Grieck, Claude de"
1765,1765-10-09,El mayor encanto amor,"Calderón de la Barca, Pedro"
1765,1765-10-09,"Ulysses in ’t eylandt van Circe, oft, geen grooter toovery als liefde. Hofspel","Grieck, Claude de"
1765,1765-10-09,De Gramschap,"Ogier, Willem"
1765,1765-10-10,Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1765,1765-10-10,Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1765,1765-10-10,Les précieuses ridicules,"Molière (ps. Poquelin, Jean Baptiste)"
1765,1765-10-12,"Le Glorieux, comédie","Destouches, (ps. Philippe Néricault)"
1765,1765-10-12,"De wiskunstenaars, of 't Gevluchte juffertje","Langendijk, Pieter"
1765,1765-10-14,Reinar después de morir,"Vélez de Guevara, Luis"
1765,1765-10-14,Het studenteleven a.k.a. Het Franeker studentenleeven,"Bernagie, Pieter"
1765,1765-10-17,"Le Bélisaire, tragédie","Rotrou, Jean"
1765,1765-10-17,"De meid, kaptein, schutter en tamboer, kluchtspel","Dulken, Gerrit van"
1765,1765-10-19,"Rodogune, princesse des Parthes","Corneille, Pierre"
1765,1765-10-19,"De ontrouwe voogd, kluchtspel","Bernagie, Pieter"
1765,1765-10-21,Arlequin Sauvage,"La Font, Joseph de"
1765,1765-10-21,Arlequin Sauvage,"Delisle de La Drevetière, Louis François"
1765,1765-10-21,Henrich og Pernille,"Holberg, Ludvig"
1765,1765-10-28,El tejedor de Segovia,"Ruiz de Alarcón y Mendoza, Juan"
1765,1765-10-28,De Mansmoer,"Haps, Pieter Willem van"
1765,1765-11-04,Le Cid. Tragi-comedie.,"Corneille, Pierre"
1765,1765-11-04,"De vryer kamenier, en de knecht minnemoer, of De gelukte liefdelist. Kluchtspel","Broek, Lambertus van den"
1765,1765-11-09,"Jacoba van Beieren, gravin van Holland en Zeeland. Treurspel","Marre, Jan de"
1765,1765-11-09,Les trois Gascons,"Dancourt, Florent Carton"
1765,1765-11-09,Les trois Gascons,"La Motte, Antoine Houdar de"
1765,1765-11-09,Les trois Gascons,"Boindin, Nicolas"
1765,1765-11-11,Le bourgeois gentilhomme,"Molière (ps. Poquelin, Jean Baptiste)"
1765,1765-11-11,"Krispyn, barbier, dansmeester, pagie, en graaf; kluchtspel","Krook, Enoch"
1765,1765-11-11,"Krispyn, barbier, dansmeester, pagie, en graaf; kluchtspel","Kroon, Daniel"
1765,1765-11-16,"Gabinie, tragedie chretienne","Brueys, David Augustin de"
1765,1765-11-16,L'école des maris,"Molière (ps. Poquelin, Jean Baptiste)"
1765,1765-11-18,De verwaande Hóllandsche Franschman. Blyspél,"Pels, Andries"
1765,1765-11-18,De verwaande Hóllandsche Franschman. Blyspél,Nil Volentibus Arduum group
1765,1765-11-18,Les fourberies de Scapin,"Molière (ps. Poquelin, Jean Baptiste)"
1765,1765-11-23,"Aristomène, tragédie","Marmontel, Jean François"
1765,1765-11-23,De ontdekte schyndeugd; blyspel,"Lingelbach, David"
1765,1765-11-25,"L'orphelin de la Chine, tragédie",Voltaire
1765,1765-11-25,Le médecin malgré lui,"Molière (ps. Poquelin, Jean Baptiste)"
1765,1765-11-30,"L'orphelin de la Chine, tragédie",Voltaire
1765,1765-11-30,Le galant jardinier,"Dancourt, Florent Carton"
1765,1765-12-02,"L'orphelin de la Chine, tragédie",Voltaire
1765,1765-12-02,"Krelis Louwen, of Alexander de Groote op het poëetemaal","Langendijk, Pieter"
1765,1765-12-07,Fabricius. Treurspel,"Feitama, Sybrand"
1765,1765-12-07,"Le naufrage, ou La pompe funèbre de Crispin","La Font, Joseph de"
1765,1765-12-09,Het gewaande bloedverwantschap; blyspel,"Wandelaar, Jan"
1765,1765-12-09,Het huwelijk sluijten,"Bernagie, Pieter"
1765,1765-12-14,Demofoonte,"Metastasio, Pietro"
1765,1765-12-14,"L'Usurier gentilhomme, comédie","Le Grand, Marc Antoine"
1765,1765-12-16,"Sophonisba, treurspel","Haps, Pieter Willem van"
1765,1765-12-16,"Het bedurven huishouwen, kluchtspel","Krook, Enoch"
1765,1765-12-16,"Het bedurven huishouwen, kluchtspel","Kroon, Daniel"
1765,1765-12-21,"Titus, tragédie","Belloy, Pierre Laurent Buirette de"
1765,1765-12-21,Les folies amoureuses,"Regnard, Jean François"
1765,1765-12-23,Gysbreght van Aemstel,"Vondel, Joost van den"
1765,1765-12-23,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van"
1765,1765-12-23,De bruiloft van Kloris en Roosje,"Buysero, Dirk"
1765,1765-12-30,Gysbreght van Aemstel,"Vondel, Joost van den"
1765,1765-12-30,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van"
1765,1765-12-30,De bruiloft van Kloris en Roosje,"Buysero, Dirk"
1766,1766-01-06,Gysbreght van Aemstel,"Vondel, Joost van den"
1766,1766-01-06,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van"
1766,1766-01-06,De bruiloft van Kloris en Roosje,"Buysero, Dirk"
1766,1766-01-11,Gysbreght van Aemstel,"Vondel, Joost van den"
1766,1766-01-11,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van"
1766,1766-01-11,De bruiloft van Kloris en Roosje,"Buysero, Dirk"
1766,1766-01-13,Gysbreght van Aemstel,"Vondel, Joost van den"
1766,1766-01-13,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van"
1766,1766-01-13,De bruiloft van Kloris en Roosje,"Buysero, Dirk"
1766,1766-01-18,"Heraclius, empereur d'Orient","Corneille, Pierre"
1766,1766-01-18,La mère coquette ou les amants brouillés,"Quinault, Philippe"
1766,1766-01-20,Gysbreght van Aemstel,"Vondel, Joost van den"
1766,1766-01-20,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van"
1766,1766-01-20,De bruiloft van Kloris en Roosje,"Buysero, Dirk"
1766,1766-01-25,Amasis. Tragedie,"Lagrange Chancel, François Joseph de"
1766,1766-01-25,Pekelharing,"Vos, Isaac"
1766,1766-01-27,"Le malade imaginaire, comédie","Molière (ps. Poquelin, Jean Baptiste)"
1766,1766-01-27,L'oracle,"Saint-Foix, Germain François Poullain de"
1766,1766-02-01,Iphigénie,"Racine, Jean"
1766,1766-02-01,L'oracle,"Saint-Foix, Germain François Poullain de"
1766,1766-02-03,"Astrate, roy de Tyr","Quinault, Philippe"
1766,1766-02-03,L'oracle,"Saint-Foix, Germain François Poullain de"
1766,1766-02-08,Andromaque,"Racine, Jean"
1766,1766-02-08,Andromaque,"Racine, Jean"
1766,1766-02-08,L'oracle,"Saint-Foix, Germain François Poullain de"
1766,1766-02-10,"Karel, erfprins van Spanje. Treurspel","Bidloo, Govert"
1766,1766-02-10,L'oracle,"Saint-Foix, Germain François Poullain de"
1766,1766-02-15,"Zelmire, tragédie","Belloy, Pierre Laurent Buirette de"
1766,1766-02-15,L'oracle,"Saint-Foix, Germain François Poullain de"
1766,1766-02-17,"Esther, tragédie","Racine, Jean"
1766,1766-02-17,L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1766,1766-02-17,L'avocat sans estude,"Rose dit Rosimond, Claude de la"
1766,1766-02-17,L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1766,1766-02-17,L'avocat sans estude,"Rose dit Rosimond, Claude de la"
1766,1766-02-24,"Esther, tragédie","Racine, Jean"
1766,1766-02-24,"Le deuil, comédie","Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1766,1766-03-03,"Esther, tragédie","Racine, Jean"
1766,1766-03-03,De verlooren schildwacht. Kluchtspel,"Pluimer, Joan"
1766,1766-03-08,"Romulus, tragedie","La Motte, Antoine Houdar de"
1766,1766-03-08,,
1766,1766-03-10,"Zelmire, tragédie","Belloy, Pierre Laurent Buirette de"
1766,1766-03-10,"La Dragone ou Merlin dragon, comedie",Desmarres
1766,1766-03-15,"L'Enfant prodigue, comédie",Voltaire
1766,1766-03-15,De huwelyken staat. Kluchtspél,"Bernagie, Pieter"
1766,1766-03-17,"Arminius, Beschermer der Duytsche Vryheid","Bernagie, Pieter"
1766,1766-03-17,Haat en nydt,"Ogier, Willem"
1766,1766-03-22,"Zelmire, tragédie","Belloy, Pierre Laurent Buirette de"
1766,1766-03-22,Het eiland van verwarring; blyspel,"Elvervelt, Henrik van"
1766,1766-03-24,"Zelmire, tragédie","Belloy, Pierre Laurent Buirette de"
1766,1766-03-24,"'t Koffyhuis, kluchtspel","Hoeven, Willem van der"
1766,1766-03-29,"Zelmire, tragédie","Belloy, Pierre Laurent Buirette de"
1766,1766-03-29,"De stiefvaar, blijspel","Asselijn, Thomas"
1766,1766-04-01,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der"
1766,1766-04-01,"Lubin, ou le sot vange","Poisson, Raymond"
1766,1766-04-03,"Le Bélisaire, tragédie","Rotrou, Jean"
1766,1766-04-03,De belachelyke jonker. Kluchtspel,"Bernagie, Pieter"
1766,1766-04-05,"Rodogune, princesse des Parthes","Corneille, Pierre"
1766,1766-04-05,Les trois freres rivaux,"La Font, Joseph de"
1766,1766-04-07,Oreste et Pylade,"Lagrange Chancel, François Joseph de"
1766,1766-04-07,"De stiefmoer, kluchtspel","Asselijn, Thomas"
1766,1766-04-10,L'école des femmes,"Molière (ps. Poquelin, Jean Baptiste)"
1766,1766-04-10,"De spilpenning, of Verkwistende vrouw, blijspel","Asselijn, Thomas"
1766,1766-04-12,Le mariage d'Oroondate et de Statire,"Magnon, Jean"
1766,1766-04-12,Le mariage d'Oroondate et de Statire,"Magnon, Jean"
1766,1766-04-12,L'esprit de contradiction,"Rivière-Dufresny, Charles"
1766,1766-04-14,L’Étourdi ou les Contretemps,"Molière (ps. Poquelin, Jean Baptiste)"
1766,1766-04-14,Arlequin Hulla: comédie,"Romagnesi, Jean Antoine"
1766,1766-04-17,"Cato, a Tragedy","Addison, Joseph"
1766,1766-04-17,"Cato, a Tragedy","Addison, Joseph"
1766,1766-04-17,Arlequin Hulla: comédie,"Romagnesi, Jean Antoine"
1766,1766-04-19,"Agrippa, roy d'Albe, ou le faux Tibérinus","Quinault, Philippe"
1766,1766-04-19,Arlequin Hulla: comédie,"Romagnesi, Jean Antoine"
1766,1766-04-21,Coriolan: tragedie,"Abeille, Gaspard"
1766,1766-04-21,Arlequin Hulla: comédie,"Romagnesi, Jean Antoine"
1766,1766-04-24,"Arzases, of 't Edelmoedig verraad, treurspel","Huydecoper, Balthasar"
1766,1766-04-24,Arlequin Hulla: comédie,"Romagnesi, Jean Antoine"
1766,1766-04-28,Reinar después de morir,"Vélez de Guevara, Luis"
1766,1766-04-28,Arlequin Hulla: comédie,"Romagnesi, Jean Antoine"
1766,1766-05-01,Cinna,"Corneille, Pierre"
1766,1766-05-01,"Verliefde Brechje, kluchtspel","Haps, Pieter Willem van"
1766,1766-05-05,Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1766,1766-05-05,Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1766,1766-05-05,"Het bedurven huishouwen, kluchtspel","Krook, Enoch"
1766,1766-05-05,"Het bedurven huishouwen, kluchtspel","Kroon, Daniel"
1766,1766-05-10,Amasis. Tragedie,"Lagrange Chancel, François Joseph de"
1766,1766-05-10,La maison de campagne,"Dancourt, Florent Carton"
1766,1766-05-12,"Jacoba van Beieren, gravin van Holland en Zeeland. Treurspel","Marre, Jan de"
1766,1766-05-12,Le mari retrouvé. Comédie,"Dancourt, Florent Carton"
1766,1766-05-17,El tejedor de Segovia,"Ruiz de Alarcón y Mendoza, Juan"
1766,1766-05-17,"L'Usurier gentilhomme, comédie","Le Grand, Marc Antoine"
1766,1766-08-11,"Hypermnestre, tragédie","Lemierre, Antoine Marin"
1766,1766-08-11,Aulularia,"Plautus, T. Maccius"
1766,1766-08-11,Aulularia,"Plautus, T. Maccius"
1766,1766-08-14,De dood van de graaven Egmond en Hoorne. Treurspel,"Asselijn, Thomas"
1766,1766-08-14,"De meid juffrouw, kluchtspél","Lacroix, Pieter de"
1766,1766-08-16,Polyxène,"La Fosse, Antoine de"
1766,1766-08-16,De belachelyke jonker. Kluchtspel,"Bernagie, Pieter"
1766,1766-08-18,Le Mariage forcé,"Molière (ps. Poquelin, Jean Baptiste)"
1766,1766-08-18,George Dandin,"Molière (ps. Poquelin, Jean Baptiste)"
1766,1766-08-18,George Dandin,"Molière (ps. Poquelin, Jean Baptiste)"
1766,1766-08-21,"Le philosophe marié, ou Le mary honteux de l'être. Comédie","Destouches, (ps. Philippe Néricault)"
1766,1766-08-21,"Krispyn filozoof, blyspél","Styl, Simon"
1766,1766-08-23,"Fernand Cortez, tragédie","Piron, Alexis"
1766,1766-08-23,Le mari retrouvé. Comédie,"Dancourt, Florent Carton"
1766,1766-08-25,"Le nouveau monde, comédie","Pellegrin, Simon Joseph"
1766,1766-08-25,"De spilpenning, of Verkwistende vrouw, blijspel","Asselijn, Thomas"
1766,1766-08-28,"Le nouveau monde, comédie","Pellegrin, Simon Joseph"
1766,1766-08-28,Les fourberies de Scapin,"Molière (ps. Poquelin, Jean Baptiste)"
1766,1766-09-01,"Le nouveau monde, comédie","Pellegrin, Simon Joseph"
1766,1766-09-01,Haat en nydt,"Ogier, Willem"
1766,1766-09-04,Cleomenes. Treurspel,"Lingelbach, David"
1766,1766-09-04,L'esprit de contradiction,"Rivière-Dufresny, Charles"
1766,1766-09-08,"Beslikte Swaantje, en drooge Fobert; of De boere rechtbank","Alewyn, Abraham"
1766,1766-09-08,"De Puiterveense helleveeg, of Beslikte Swaantje aan de tap","Alewyn, Abraham"
1766,1766-09-11,"Arminius, Beschermer der Duytsche Vryheid","Bernagie, Pieter"
1766,1766-09-11,L'école des maris,"Molière (ps. Poquelin, Jean Baptiste)"
1766,1766-09-13,Childeric,"Morand, Pierre de"
1766,1766-09-13,"De wiskunstenaars, of 't Gevluchte juffertje","Langendijk, Pieter"
1766,1766-09-15,Démocrite,"Regnard, Jean François"
1766,1766-09-15,Le médecin malgré lui,"Molière (ps. Poquelin, Jean Baptiste)"
1766,1766-09-18,"Cato, a Tragedy","Addison, Joseph"
1766,1766-09-18,"Cato, a Tragedy","Addison, Joseph"
1766,1766-09-18,L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1766,1766-09-18,L'avocat sans estude,"Rose dit Rosimond, Claude de la"
1766,1766-09-18,L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1766,1766-09-18,L'avocat sans estude,"Rose dit Rosimond, Claude de la"
1766,1766-09-20,"Titus, tragédie","Belloy, Pierre Laurent Buirette de"
1766,1766-09-20,Het eiland van verwarring; blyspel,"Elvervelt, Henrik van"
1766,1766-09-22,"De toveryen van Armida, of het belegerde Jeruzalem, treurspel","Peys, Adriaen"
1766,1766-09-22,Vechter. Kluchtspel,"Angelkot, Hermannus"
1766,1766-09-23,Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1766,1766-09-23,Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1766,1766-09-23,Bedrogen lichtmis,"Mol, Johannes de (incorrectly: Jacob)"
1766,1766-09-24,La gitanilla de Madrid,"Cervantes y Saavedra, Miguel de"
1766,1766-09-24,De Schermerhornsche vrijstermarkt,"Schroder, Johannes"
1766,1766-09-25,Reinar después de morir,"Vélez de Guevara, Luis"
1766,1766-09-25,De verlooren schildwacht. Kluchtspel,"Pluimer, Joan"
1766,1766-09-26,Le bourgeois gentilhomme,"Molière (ps. Poquelin, Jean Baptiste)"
1766,1766-09-26,Le mariage de rien,"Montfleury, Antoine Jacob"
1766,1766-09-27,"Zelmire, tragédie","Belloy, Pierre Laurent Buirette de"
1766,1766-09-27,Crispin rival de son maître,"Lesage, Alain René"
1766,1766-09-29,Don Quichot op de bruiloft van Kamácho; blyspel,"Langendijk, Pieter"
1766,1766-09-29,"Jan Klaaz. of gewaande dienstmaagt, blijspel","Asselijn, Thomas"
1766,1766-09-30,"Le Bélisaire, tragédie","Rotrou, Jean"
1766,1766-09-30,Broershert,"Leeuw, Adriaan Bastiaansz de"
1766,1766-10-01,"De dood van Willem den Eersten, prins van Oranje","Bruin, Claas"
1766,1766-10-01,"De vryer kamenier, en de knecht minnemoer, of De gelukte liefdelist. Kluchtspel","Broek, Lambertus van den"
1766,1766-10-02,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der"
1766,1766-10-02,"Le deuil, comédie","Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1766,1766-10-03,Beleg en ontset der stadt Leyden,"Bondt, Reinier de"
1766,1766-10-04,Beleg en ontset der stadt Leyden,"Bondt, Reinier de"
1766,1766-10-06,Beleg en ontset der stadt Leyden,"Bondt, Reinier de"
1766,1766-10-07,Beleg en ontset der stadt Leyden,"Bondt, Reinier de"
1766,1766-10-08,Beleg en ontset der stadt Leyden,"Bondt, Reinier de"
1766,1766-10-09,Beleg en ontset der stadt Leyden,"Bondt, Reinier de"
1766,1766-10-11,Andromaque,"Racine, Jean"
1766,1766-10-11,Andromaque,"Racine, Jean"
1766,1766-10-11,De huwelyken staat. Kluchtspél,"Bernagie, Pieter"
1766,1766-10-13,Beleg en ontset der stadt Leyden,"Bondt, Reinier de"
1766,1766-10-16,Beleg en ontset der stadt Leyden,"Bondt, Reinier de"
1766,1766-10-18,"Le Glorieux, comédie","Destouches, (ps. Philippe Néricault)"
1766,1766-10-18,De ontdekte schyndeugd; blyspel,"Lingelbach, David"
1766,1766-10-20,Beleg en ontset der stadt Leyden,"Bondt, Reinier de"
1766,1766-10-27,"Le triomph du temps, comédie","Le Grand, Marc Antoine"
1766,1766-10-27,"Le triomph du temps, comédie","Le Grand, Marc Antoine"
1766,1766-10-27,"Le triomph du temps, comédie","Le Grand, Marc Antoine"
1766,1766-10-27,Het studenteleven a.k.a. Het Franeker studentenleeven,"Bernagie, Pieter"
1766,1766-11-03,"Le triomph du temps, comédie","Le Grand, Marc Antoine"
1766,1766-11-03,"Le triomph du temps, comédie","Le Grand, Marc Antoine"
1766,1766-11-03,"Le triomph du temps, comédie","Le Grand, Marc Antoine"
1766,1766-11-03,"Sganarelle, ou le cocu imaginaire","Molière (ps. Poquelin, Jean Baptiste)"
1766,1766-11-08,"Les Héraclides, tragédie","Marmontel, Jean François"
1766,1766-11-08,Crispin médecin,"Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1766,1766-11-10,La fuerza lastimosa,"Lope de Vega y Carpio, Félix"
1766,1766-11-10,La fuerza lastimosa,"Lope de Vega y Carpio, Félix"
1766,1766-11-10,Attendez-moi sous l'orme,"Regnard, Jean François"
1766,1766-11-10,Attendez-moi sous l'orme,"Rivière-Dufresny, Charles"
1766,1766-11-15,"Pyrrhus, tragedie","Crébillon, Prosper Jolyot de"
1766,1766-11-15,Les trois freres rivaux,"La Font, Joseph de"
1766,1766-11-17,"La folle gageure, ou Les divertissemens de la comtesse de Pembroc","Le Métel de Boisrobert, François"
1766,1766-11-17,"De meid, kaptein, schutter en tamboer, kluchtspel","Dulken, Gerrit van"
1766,1766-11-22,Électre,"Crébillon, Prosper Jolyot de"
1766,1766-11-22,"La Dragone ou Merlin dragon, comedie",Desmarres
1766,1766-11-24,Le Cid. Tragi-comedie.,"Corneille, Pierre"
1766,1766-11-24,"Het bedurven huishouwen, kluchtspel","Krook, Enoch"
1766,1766-11-24,"Het bedurven huishouwen, kluchtspel","Kroon, Daniel"
1766,1766-11-29,"Heraclius, empereur d'Orient","Corneille, Pierre"
1766,1766-11-29,"Le triomph du temps, comédie","Le Grand, Marc Antoine"
1766,1766-12-01,Le joueur,"Regnard, Jean François"
1766,1766-12-01,"Philippyn, mr. koppelaar; blyspel.","Alewyn, Abraham"
1766,1766-12-06,"Agrippa, roy d'Albe, ou le faux Tibérinus","Quinault, Philippe"
1766,1766-12-06,"De gewaande heidin, of De bedrogen gelukzoeker; kluchtspel","Elvervelt, Henrik van"
1766,1766-12-08,El tejedor de Segovia,"Ruiz de Alarcón y Mendoza, Juan"
1766,1766-12-08,"Lubin, ou le sot vange","Poisson, Raymond"
1766,1766-12-13,"Hypermnestre, tragédie","Lemierre, Antoine Marin"
1766,1766-12-13,"Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1766,1766-12-13,"Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1766,1766-12-15,Arlequin Sauvage,"La Font, Joseph de"
1766,1766-12-15,Arlequin Sauvage,"Delisle de La Drevetière, Louis François"
1766,1766-12-15,"Krelis Louwen, of Alexander de Groote op het poëetemaal","Langendijk, Pieter"
1766,1766-12-20,"Le Brutus, tragédie",Voltaire
1766,1766-12-20,Colin maillard,"Dancourt, Florent Carton"
1766,1766-12-22,Gysbreght van Aemstel,"Vondel, Joost van den"
1766,1766-12-22,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van"
1766,1766-12-22,De bruiloft van Kloris en Roosje,"Buysero, Dirk"
1766,1766-12-29,Gysbreght van Aemstel,"Vondel, Joost van den"
1766,1766-12-29,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van"
1766,1766-12-29,De bruiloft van Kloris en Roosje,"Buysero, Dirk"
1767,1767-01-05,Gysbreght van Aemstel,"Vondel, Joost van den"
1767,1767-01-05,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van"
1767,1767-01-05,De bruiloft van Kloris en Roosje,"Buysero, Dirk"
1767,1767-01-10,Gysbreght van Aemstel,"Vondel, Joost van den"
1767,1767-01-10,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van"
1767,1767-01-10,De bruiloft van Kloris en Roosje,"Buysero, Dirk"
1767,1767-01-12,Gysbreght van Aemstel,"Vondel, Joost van den"
1767,1767-01-12,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van"
1767,1767-01-12,De bruiloft van Kloris en Roosje,"Buysero, Dirk"
1767,1767-01-17,"L'Enfant prodigue, comédie",Voltaire
1767,1767-01-17,L'amant auteur et valet: comédie,"Cérou, Pierre"
1767,1767-01-19,"L'Enfant prodigue, comédie",Voltaire
1767,1767-01-19,L'amant auteur et valet: comédie,"Cérou, Pierre"
1767,1767-01-24,"Fernand Cortez, tragédie","Piron, Alexis"
1767,1767-01-24,Le consentement forcé: comédie,"Guyot de Merville, Michel"
1767,1767-01-26,Gysbreght van Aemstel,"Vondel, Joost van den"
1767,1767-01-26,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van"
1767,1767-01-26,De bruiloft van Kloris en Roosje,"Buysero, Dirk"
1767,1767-01-31,"Gabinie, tragedie chretienne","Brueys, David Augustin de"
1767,1767-01-31,"De zwetser, kluchtspel","Langendijk, Pieter"
1767,1767-02-02,"Le malade imaginaire, comédie","Molière (ps. Poquelin, Jean Baptiste)"
1767,1767-02-02,De Mansmoer,"Haps, Pieter Willem van"
1767,1767-02-07,Arlequin Sauvage,"La Font, Joseph de"
1767,1767-02-07,Arlequin Sauvage,"Delisle de La Drevetière, Louis François"
1767,1767-02-07,"Krelis Louwen, of Alexander de Groote op het poëetemaal","Langendijk, Pieter"
1767,1767-02-09,"Leo de Groote, treurspel","Lannoy, Juliana Cornelia de"
1767,1767-02-09,Crispin médecin,"Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1767,1767-02-14,"Leo de Groote, treurspel","Lannoy, Juliana Cornelia de"
1767,1767-02-14,"La Pupille, comédie","Fagan, Christophe Barthélemy"
1767,1767-02-16,"De dood van Johan en Garcias, of De onzydige regtspleeging van Cosmos de Medicis, groothertog van Toscanen. Treurspel","Bruin, Claas"
1767,1767-02-16,"Verliefde Brechje, kluchtspel","Haps, Pieter Willem van"
1767,1767-02-23,"La mere confidente, comédie","Carlet de Chamblain de Marivaux, Pierre"
1767,1767-02-23,"L'Embarras des richesses, comédie","Allainval, Léonor Jean Christine Soulas d'"
1767,1767-03-02,"Karel, erfprins van Spanje. Treurspel","Bidloo, Govert"
1767,1767-03-02,Les précieuses ridicules,"Molière (ps. Poquelin, Jean Baptiste)"
1767,1767-03-07,Olympie,Voltaire
1767,1767-03-07,Pekelharing,"Vos, Isaac"
1767,1767-03-09,"Le grand Tamerlan et Bajazet, tragedie","Magnon, Jean"
1767,1767-03-09,La nueva ira de Dios y Tamerlán de Persia,"Vélez de Guevara, Luis"
1767,1767-03-09,Arlequin Tamerlan; kluchtspel,"Elvervelt, Henrik van"
1767,1767-03-14,"Rodogune, princesse des Parthes","Corneille, Pierre"
1767,1767-03-14,Les trois Gascons,"Dancourt, Florent Carton"
1767,1767-03-14,Les trois Gascons,"La Motte, Antoine Houdar de"
1767,1767-03-14,Les trois Gascons,"Boindin, Nicolas"
1767,1767-03-16,"Aarnout en Adolf van Egmond, hertogen van Gelder. Treurspel","Bruin, Claas"
1767,1767-03-16,"Krispyn, jufvrouw en notaris. Blyspel","Ryk, Jacob de (incorrect: Jan de Rijck)"
1767,1767-03-21,"Zelmire, tragédie","Belloy, Pierre Laurent Buirette de"
1767,1767-03-21,"'t Koffyhuis, kluchtspel","Hoeven, Willem van der"
1767,1767-03-23,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der"
1767,1767-03-23,La coupe enchantée,"Chevillet de Champmeslé, Charles"
1767,1767-03-23,La coupe enchantée,"Dancourt, Florent Carton"
1767,1767-03-28,Demofoonte,"Metastasio, Pietro"
1767,1767-03-28,"Le naufrage, ou La pompe funèbre de Crispin","La Font, Joseph de"
